	survived	pclass_1	pclass_2	pclass_3	sex_female	sex_male	age	sibsp	parch	fare	embarked_C	embarked_Q	embarked_S
296	1	1.0	0.0	0.0	1.0	0.0	39.0	1	1	110.8833	1.0	0.0	0.0
298	1	1.0	0.0	0.0	0.0	1.0	31.0	0	0	28.5375	1.0	0.0	0.0
299	0	1.0	0.0	0.0	0.0	1.0	40.0	0	0	27.7208	1.0	0.0	0.0
300	0	1.0	0.0	0.0	0.0	1.0	61.0	0	0	33.5	0.0	0.0	1.0
301	0	1.0	0.0	0.0	0.0	1.0	47.0	0	0	34.0208	0.0	0.0	1.0
302	1	1.0	0.0	0.0	1.0	0.0	35.0	0	0	512.3292	1.0	0.0	0.0
303	0	1.0	0.0	0.0	0.0	1.0	64.0	1	0	75.25	1.0	0.0	0.0
304	1	1.0	0.0	0.0	1.0	0.0	60.0	1	0	75.25	1.0	0.0	0.0
305	0	1.0	0.0	0.0	0.0	1.0	60.0	0	0	26.55	0.0	0.0	1.0
306	0	1.0	0.0	0.0	0.0	1.0	54.0	0	1	77.2875	0.0	0.0	1.0
307	0	1.0	0.0	0.0	0.0	1.0	21.0	0	1	77.2875	0.0	0.0	1.0
308	1	1.0	0.0	0.0	1.0	0.0	55.0	0	0	135.6333	1.0	0.0	0.0
309	1	1.0	0.0	0.0	1.0	0.0	31.0	0	2	164.8667	0.0	0.0	1.0
310	0	1.0	0.0	0.0	0.0	1.0	57.0	1	1	164.8667	0.0	0.0	1.0
311	1	1.0	0.0	0.0	1.0	0.0	45.0	1	1	164.8667	0.0	0.0	1.0
312	0	1.0	0.0	0.0	0.0	1.0	50.0	1	1	211.5	1.0	0.0	0.0
313	0	1.0	0.0	0.0	0.0	1.0	27.0	0	2	211.5	1.0	0.0	0.0
314	1	1.0	0.0	0.0	1.0	0.0	50.0	1	1	211.5	1.0	0.0	0.0
315	1	1.0	0.0	0.0	1.0	0.0	21.0	0	0	26.55	0.0	0.0	1.0
316	0	1.0	0.0	0.0	0.0	1.0	51.0	0	1	61.3792	1.0	0.0	0.0
317	1	1.0	0.0	0.0	0.0	1.0	21.0	0	1	61.3792	1.0	0.0	0.0
319	1	1.0	0.0	0.0	1.0	0.0	31.0	0	0	134.5	1.0	0.0	0.0
321	0	1.0	0.0	0.0	0.0	1.0	62.0	0	0	26.55	0.0	0.0	1.0
322	1	1.0	0.0	0.0	1.0	0.0	36.0	0	0	135.6333	1.0	0.0	0.0
323	0	0.0	1.0	0.0	0.0	1.0	30.0	1	0	24.0	1.0	0.0	0.0
324	1	0.0	1.0	0.0	1.0	0.0	28.0	1	0	24.0	1.0	0.0	0.0
325	0	0.0	1.0	0.0	0.0	1.0	30.0	0	0	13.0	0.0	0.0	1.0
326	0	0.0	1.0	0.0	0.0	1.0	18.0	0	0	11.5	0.0	0.0	1.0
327	0	0.0	1.0	0.0	0.0	1.0	25.0	0	0	10.5	0.0	0.0	1.0
328	0	0.0	1.0	0.0	0.0	1.0	34.0	1	0	26.0	0.0	0.0	1.0
329	1	0.0	1.0	0.0	1.0	0.0	36.0	1	0	26.0	0.0	0.0	1.0
330	0	0.0	1.0	0.0	0.0	1.0	57.0	0	0	13.0	0.0	0.0	1.0
331	0	0.0	1.0	0.0	0.0	1.0	18.0	0	0	11.5	0.0	0.0	1.0
332	0	0.0	1.0	0.0	0.0	1.0	23.0	0	0	10.5	0.0	0.0	1.0
333	1	0.0	1.0	0.0	1.0	0.0	36.0	0	0	13.0	0.0	0.0	1.0
334	0	0.0	1.0	0.0	0.0	1.0	28.0	0	0	10.5	0.0	0.0	1.0
335	0	0.0	1.0	0.0	0.0	1.0	51.0	0	0	12.525	0.0	0.0	1.0
336	1	0.0	1.0	0.0	0.0	1.0	32.0	1	0	26.0	0.0	0.0	1.0
337	1	0.0	1.0	0.0	1.0	0.0	19.0	1	0	26.0	0.0	0.0	1.0
338	0	0.0	1.0	0.0	0.0	1.0	28.0	0	0	26.0	0.0	0.0	1.0
339	1	0.0	1.0	0.0	0.0	1.0	1.0	2	1	39.0	0.0	0.0	1.0
340	1	0.0	1.0	0.0	1.0	0.0	4.0	2	1	39.0	0.0	0.0	1.0
341	1	0.0	1.0	0.0	1.0	0.0	12.0	2	1	39.0	0.0	0.0	1.0
342	1	0.0	1.0	0.0	1.0	0.0	36.0	0	3	39.0	0.0	0.0	1.0
343	1	0.0	1.0	0.0	0.0	1.0	34.0	0	0	13.0	0.0	0.0	1.0
344	1	0.0	1.0	0.0	1.0	0.0	19.0	0	0	13.0	0.0	0.0	1.0
345	0	0.0	1.0	0.0	0.0	1.0	23.0	0	0	13.0	0.0	0.0	1.0
346	0	0.0	1.0	0.0	0.0	1.0	26.0	0	0	13.0	0.0	0.0	1.0
347	0	0.0	1.0	0.0	0.0	1.0	42.0	0	0	13.0	0.0	0.0	1.0
348	0	0.0	1.0	0.0	0.0	1.0	27.0	0	0	13.0	0.0	0.0	1.0
349	1	0.0	1.0	0.0	1.0	0.0	24.0	0	0	13.0	0.0	0.0	1.0
350	1	0.0	1.0	0.0	1.0	0.0	15.0	0	2	39.0	0.0	0.0	1.0
351	0	0.0	1.0	0.0	0.0	1.0	60.0	1	1	39.0	0.0	0.0	1.0
352	1	0.0	1.0	0.0	1.0	0.0	40.0	1	1	39.0	0.0	0.0	1.0
353	1	0.0	1.0	0.0	1.0	0.0	20.0	1	0	26.0	0.0	0.0	1.0
354	0	0.0	1.0	0.0	0.0	1.0	25.0	1	0	26.0	0.0	0.0	1.0
355	1	0.0	1.0	0.0	1.0	0.0	36.0	0	0	13.0	0.0	0.0	1.0
356	0	0.0	1.0	0.0	0.0	1.0	25.0	0	0	13.0	0.0	0.0	1.0
357	0	0.0	1.0	0.0	0.0	1.0	42.0	0	0	13.0	0.0	0.0	1.0
358	1	0.0	1.0	0.0	1.0	0.0	42.0	0	0	13.0	0.0	0.0	1.0
359	1	0.0	1.0	0.0	0.0	1.0	0.8333	0	2	29.0	0.0	0.0	1.0
360	1	0.0	1.0	0.0	0.0	1.0	26.0	1	1	29.0	0.0	0.0	1.0
361	1	0.0	1.0	0.0	1.0	0.0	22.0	1	1	29.0	0.0	0.0	1.0
362	1	0.0	1.0	0.0	1.0	0.0	35.0	0	0	21.0	0.0	0.0	1.0
364	0	0.0	1.0	0.0	0.0	1.0	19.0	0	0	13.0	0.0	0.0	1.0
365	0	0.0	1.0	0.0	1.0	0.0	44.0	1	0	26.0	0.0	0.0	1.0
366	0	0.0	1.0	0.0	0.0	1.0	54.0	1	0	26.0	0.0	0.0	1.0
367	0	0.0	1.0	0.0	0.0	1.0	52.0	0	0	13.5	0.0	0.0	1.0
368	0	0.0	1.0	0.0	0.0	1.0	37.0	1	0	26.0	0.0	0.0	1.0
369	0	0.0	1.0	0.0	1.0	0.0	29.0	1	0	26.0	0.0	0.0	1.0
370	1	0.0	1.0	0.0	1.0	0.0	25.0	1	1	30.0	0.0	0.0	1.0
371	1	0.0	1.0	0.0	1.0	0.0	45.0	0	2	30.0	0.0	0.0	1.0
372	0	0.0	1.0	0.0	0.0	1.0	29.0	1	0	26.0	0.0	0.0	1.0
373	1	0.0	1.0	0.0	1.0	0.0	28.0	1	0	26.0	0.0	0.0	1.0
374	0	0.0	1.0	0.0	0.0	1.0	29.0	0	0	10.5	0.0	0.0	1.0
375	0	0.0	1.0	0.0	0.0	1.0	28.0	0	0	13.0	0.0	0.0	1.0
376	1	0.0	1.0	0.0	0.0	1.0	24.0	0	0	10.5	0.0	0.0	1.0
377	1	0.0	1.0	0.0	1.0	0.0	8.0	0	2	26.25	0.0	0.0	1.0
378	0	0.0	1.0	0.0	0.0	1.0	31.0	1	1	26.25	0.0	0.0	1.0
379	1	0.0	1.0	0.0	1.0	0.0	31.0	1	1	26.25	0.0	0.0	1.0
380	1	0.0	1.0	0.0	1.0	0.0	22.0	0	0	10.5	0.0	0.0	1.0
381	0	0.0	1.0	0.0	1.0	0.0	30.0	0	0	13.0	0.0	0.0	1.0
383	0	0.0	1.0	0.0	0.0	1.0	21.0	0	0	11.5	0.0	0.0	1.0
385	1	0.0	1.0	0.0	0.0	1.0	8.0	1	1	36.75	0.0	0.0	1.0
386	0	0.0	1.0	0.0	0.0	1.0	18.0	0	0	73.5	0.0	0.0	1.0
387	1	0.0	1.0	0.0	1.0	0.0	48.0	0	2	36.75	0.0	0.0	1.0
388	1	0.0	1.0	0.0	1.0	0.0	28.0	0	0	13.0	0.0	0.0	1.0
389	0	0.0	1.0	0.0	0.0	1.0	32.0	0	0	13.0	0.0	0.0	1.0
390	0	0.0	1.0	0.0	0.0	1.0	17.0	0	0	73.5	0.0	0.0	1.0
391	0	0.0	1.0	0.0	0.0	1.0	29.0	1	0	27.7208	1.0	0.0	0.0
392	1	0.0	1.0	0.0	1.0	0.0	24.0	1	0	27.7208	1.0	0.0	0.0
393	0	0.0	1.0	0.0	0.0	1.0	25.0	0	0	31.5	0.0	0.0	1.0
394	0	0.0	1.0	0.0	0.0	1.0	18.0	0	0	73.5	0.0	0.0	1.0
395	1	0.0	1.0	0.0	1.0	0.0	18.0	0	1	23.0	0.0	0.0	1.0
396	1	0.0	1.0	0.0	1.0	0.0	34.0	0	1	23.0	0.0	0.0	1.0
397	0	0.0	1.0	0.0	0.0	1.0	54.0	0	0	26.0	0.0	0.0	1.0
398	1	0.0	1.0	0.0	0.0	1.0	8.0	0	2	32.5	0.0	0.0	1.0
399	0	0.0	1.0	0.0	0.0	1.0	42.0	1	1	32.5	0.0	0.0	1.0
400	1	0.0	1.0	0.0	1.0	0.0	34.0	1	1	32.5	0.0	0.0	1.0
401	1	0.0	1.0	0.0	1.0	0.0	27.0	1	0	13.8583	1.0	0.0	0.0
402	1	0.0	1.0	0.0	1.0	0.0	30.0	1	0	13.8583	1.0	0.0	0.0
403	0	0.0	1.0	0.0	0.0	1.0	23.0	0	0	13.0	0.0	0.0	1.0
404	0	0.0	1.0	0.0	0.0	1.0	21.0	0	0	13.0	0.0	0.0	1.0
405	0	0.0	1.0	0.0	0.0	1.0	18.0	0	0	13.0	0.0	0.0	1.0
406	0	0.0	1.0	0.0	0.0	1.0	40.0	1	0	26.0	0.0	0.0	1.0
407	1	0.0	1.0	0.0	1.0	0.0	29.0	1	0	26.0	0.0	0.0	1.0
408	0	0.0	1.0	0.0	0.0	1.0	18.0	0	0	10.5	0.0	0.0	1.0
409	0	0.0	1.0	0.0	0.0	1.0	36.0	0	0	13.0	0.0	0.0	1.0
411	0	0.0	1.0	0.0	1.0	0.0	38.0	0	0	13.0	0.0	0.0	1.0
412	0	0.0	1.0	0.0	0.0	1.0	35.0	0	0	26.0	0.0	0.0	1.0
413	0	0.0	1.0	0.0	0.0	1.0	38.0	1	0	21.0	0.0	0.0	1.0
414	0	0.0	1.0	0.0	0.0	1.0	34.0	1	0	21.0	0.0	0.0	1.0
415	1	0.0	1.0	0.0	1.0	0.0	34.0	0	0	13.0	0.0	0.0	1.0
416	0	0.0	1.0	0.0	0.0	1.0	16.0	0	0	26.0	0.0	0.0	1.0
417	0	0.0	1.0	0.0	0.0	1.0	26.0	0	0	10.5	0.0	0.0	1.0
418	0	0.0	1.0	0.0	0.0	1.0	47.0	0	0	10.5	0.0	0.0	1.0
419	0	0.0	1.0	0.0	0.0	1.0	21.0	1	0	11.5	0.0	0.0	1.0
420	0	0.0	1.0	0.0	0.0	1.0	21.0	1	0	11.5	0.0	0.0	1.0
421	0	0.0	1.0	0.0	0.0	1.0	24.0	0	0	13.5	0.0	0.0	1.0
422	0	0.0	1.0	0.0	0.0	1.0	24.0	0	0	13.0	0.0	0.0	1.0
423	0	0.0	1.0	0.0	0.0	1.0	34.0	0	0	13.0	0.0	0.0	1.0
424	0	0.0	1.0	0.0	0.0	1.0	30.0	0	0	13.0	0.0	0.0	1.0
425	0	0.0	1.0	0.0	0.0	1.0	52.0	0	0	13.0	0.0	0.0	1.0
426	0	0.0	1.0	0.0	0.0	1.0	30.0	0	0	13.0	0.0	0.0	1.0
427	1	0.0	1.0	0.0	0.0	1.0	0.6667	1	1	14.5	0.0	0.0	1.0
428	1	0.0	1.0	0.0	1.0	0.0	24.0	0	2	14.5	0.0	0.0	1.0
429	0	0.0	1.0	0.0	0.0	1.0	44.0	0	0	13.0	0.0	0.0	1.0
430	1	0.0	1.0	0.0	1.0	0.0	6.0	0	1	33.0	0.0	0.0	1.0
431	0	0.0	1.0	0.0	0.0	1.0	28.0	0	1	33.0	0.0	0.0	1.0
432	1	0.0	1.0	0.0	0.0	1.0	62.0	0	0	10.5	0.0	0.0	1.0
433	0	0.0	1.0	0.0	0.0	1.0	30.0	0	0	10.5	0.0	0.0	1.0
434	1	0.0	1.0	0.0	1.0	0.0	7.0	0	2	26.25	0.0	0.0	1.0
435	0	0.0	1.0	0.0	0.0	1.0	43.0	1	1	26.25	0.0	0.0	1.0
436	1	0.0	1.0	0.0	1.0	0.0	45.0	1	1	26.25	0.0	0.0	1.0
437	1	0.0	1.0	0.0	1.0	0.0	24.0	1	2	65.0	0.0	0.0	1.0
438	1	0.0	1.0	0.0	1.0	0.0	24.0	1	2	65.0	0.0	0.0	1.0
439	0	0.0	1.0	0.0	0.0	1.0	49.0	1	2	65.0	0.0	0.0	1.0
440	1	0.0	1.0	0.0	1.0	0.0	48.0	1	2	65.0	0.0	0.0	1.0
441	1	0.0	1.0	0.0	1.0	0.0	55.0	0	0	16.0	0.0	0.0	1.0
442	0	0.0	1.0	0.0	0.0	1.0	24.0	2	0	73.5	0.0	0.0	1.0
443	0	0.0	1.0	0.0	0.0	1.0	32.0	2	0	73.5	0.0	0.0	1.0
444	0	0.0	1.0	0.0	0.0	1.0	21.0	2	0	73.5	0.0	0.0	1.0
445	0	0.0	1.0	0.0	1.0	0.0	18.0	1	1	13.0	0.0	0.0	1.0
446	1	0.0	1.0	0.0	1.0	0.0	20.0	2	1	23.0	0.0	0.0	1.0
447	0	0.0	1.0	0.0	0.0	1.0	23.0	2	1	11.5	0.0	0.0	1.0
448	0	0.0	1.0	0.0	0.0	1.0	36.0	0	0	13.0	0.0	0.0	1.0
449	1	0.0	1.0	0.0	1.0	0.0	54.0	1	3	23.0	0.0	0.0	1.0
450	0	0.0	1.0	0.0	0.0	1.0	50.0	0	0	13.0	0.0	0.0	1.0
451	0	0.0	1.0	0.0	0.0	1.0	44.0	1	0	26.0	0.0	0.0	1.0
452	1	0.0	1.0	0.0	1.0	0.0	29.0	1	0	26.0	0.0	0.0	1.0
453	0	0.0	1.0	0.0	0.0	1.0	21.0	0	0	73.5	0.0	0.0	1.0
454	1	0.0	1.0	0.0	0.0	1.0	42.0	0	0	13.0	0.0	0.0	1.0
455	0	0.0	1.0	0.0	0.0	1.0	63.0	1	0	26.0	0.0	0.0	1.0
456	0	0.0	1.0	0.0	1.0	0.0	60.0	1	0	26.0	0.0	0.0	1.0
457	0	0.0	1.0	0.0	0.0	1.0	33.0	0	0	12.275	0.0	0.0	1.0
458	1	0.0	1.0	0.0	1.0	0.0	17.0	0	0	10.5	0.0	0.0	1.0
459	0	0.0	1.0	0.0	0.0	1.0	42.0	1	0	27.0	0.0	0.0	1.0
460	1	0.0	1.0	0.0	1.0	0.0	24.0	2	1	27.0	0.0	0.0	1.0
461	0	0.0	1.0	0.0	0.0	1.0	47.0	0	0	15.0	0.0	0.0	1.0
462	0	0.0	1.0	0.0	0.0	1.0	24.0	2	0	31.5	0.0	0.0	1.0
463	0	0.0	1.0	0.0	0.0	1.0	22.0	2	0	31.5	0.0	0.0	1.0
464	0	0.0	1.0	0.0	0.0	1.0	32.0	0	0	10.5	0.0	0.0	1.0
465	1	0.0	1.0	0.0	1.0	0.0	23.0	0	0	13.7917	1.0	0.0	0.0
466	0	0.0	1.0	0.0	0.0	1.0	34.0	1	0	26.0	0.0	0.0	1.0
467	1	0.0	1.0	0.0	1.0	0.0	24.0	1	0	26.0	0.0	0.0	1.0
468	0	0.0	1.0	0.0	1.0	0.0	22.0	0	0	21.0	0.0	0.0	1.0
470	0	0.0	1.0	0.0	0.0	1.0	35.0	0	0	12.35	0.0	1.0	0.0
471	1	0.0	1.0	0.0	1.0	0.0	45.0	0	0	13.5	0.0	0.0	1.0
472	0	0.0	1.0	0.0	0.0	1.0	57.0	0	0	12.35	0.0	1.0	0.0
474	0	0.0	1.0	0.0	0.0	1.0	31.0	0	0	10.5	0.0	0.0	1.0
475	0	0.0	1.0	0.0	1.0	0.0	26.0	1	1	26.0	0.0	0.0	1.0
476	0	0.0	1.0	0.0	0.0	1.0	30.0	1	1	26.0	0.0	0.0	1.0
478	1	0.0	1.0	0.0	1.0	0.0	1.0	1	2	41.5792	1.0	0.0	0.0
479	1	0.0	1.0	0.0	1.0	0.0	3.0	1	2	41.5792	1.0	0.0	0.0
480	0	0.0	1.0	0.0	0.0	1.0	25.0	1	2	41.5792	1.0	0.0	0.0
481	1	0.0	1.0	0.0	1.0	0.0	22.0	1	2	41.5792	1.0	0.0	0.0
482	1	0.0	1.0	0.0	1.0	0.0	17.0	0	0	12.0	1.0	0.0	0.0
484	1	0.0	1.0	0.0	1.0	0.0	34.0	0	0	10.5	0.0	0.0	1.0
485	0	0.0	1.0	0.0	0.0	1.0	36.0	0	0	12.875	1.0	0.0	0.0
486	0	0.0	1.0	0.0	0.0	1.0	24.0	0	0	10.5	0.0	0.0	1.0
487	0	0.0	1.0	0.0	0.0	1.0	61.0	0	0	12.35	0.0	1.0	0.0
488	0	0.0	1.0	0.0	0.0	1.0	50.0	1	0	26.0	0.0	0.0	1.0
489	1	0.0	1.0	0.0	1.0	0.0	42.0	1	0	26.0	0.0	0.0	1.0
490	0	0.0	1.0	0.0	1.0	0.0	57.0	0	0	10.5	0.0	0.0	1.0
492	1	0.0	1.0	0.0	0.0	1.0	1.0	0	2	37.0042	1.0	0.0	0.0
493	0	0.0	1.0	0.0	0.0	1.0	31.0	1	1	37.0042	1.0	0.0	0.0
494	1	0.0	1.0	0.0	1.0	0.0	24.0	1	1	37.0042	1.0	0.0	0.0
496	0	0.0	1.0	0.0	0.0	1.0	30.0	0	0	13.0	0.0	0.0	1.0
497	0	0.0	1.0	0.0	0.0	1.0	40.0	0	0	16.0	0.0	0.0	1.0
498	0	0.0	1.0	0.0	0.0	1.0	32.0	0	0	13.5	0.0	0.0	1.0
499	0	0.0	1.0	0.0	0.0	1.0	30.0	0	0	13.0	0.0	0.0	1.0
500	0	0.0	1.0	0.0	0.0	1.0	46.0	0	0	26.0	0.0	0.0	1.0
501	1	0.0	1.0	0.0	1.0	0.0	13.0	0	1	19.5	0.0	0.0	1.0
502	1	0.0	1.0	0.0	1.0	0.0	41.0	0	1	19.5	0.0	0.0	1.0
503	1	0.0	1.0	0.0	0.0	1.0	19.0	0	0	10.5	0.0	0.0	1.0
504	0	0.0	1.0	0.0	0.0	1.0	39.0	0	0	13.0	0.0	0.0	1.0
505	0	0.0	1.0	0.0	0.0	1.0	48.0	0	0	13.0	0.0	0.0	1.0
506	0	0.0	1.0	0.0	0.0	1.0	70.0	0	0	10.5	0.0	0.0	1.0
507	0	0.0	1.0	0.0	0.0	1.0	27.0	0	0	13.0	0.0	0.0	1.0
508	0	0.0	1.0	0.0	0.0	1.0	54.0	0	0	14.0	0.0	0.0	1.0
509	0	0.0	1.0	0.0	0.0	1.0	39.0	0	0	26.0	0.0	0.0	1.0
510	0	0.0	1.0	0.0	0.0	1.0	16.0	0	0	10.5	0.0	0.0	1.0
511	0	0.0	1.0	0.0	0.0	1.0	62.0	0	0	9.6875	0.0	1.0	0.0
512	0	0.0	1.0	0.0	0.0	1.0	32.5	1	0	30.0708	1.0	0.0	0.0
513	1	0.0	1.0	0.0	1.0	0.0	14.0	1	0	30.0708	1.0	0.0	0.0
514	1	0.0	1.0	0.0	0.0	1.0	2.0	1	1	26.0	0.0	0.0	1.0
515	1	0.0	1.0	0.0	0.0	1.0	3.0	1	1	26.0	0.0	0.0	1.0
516	0	0.0	1.0	0.0	0.0	1.0	36.5	0	2	26.0	0.0	0.0	1.0
517	0	0.0	1.0	0.0	0.0	1.0	26.0	0	0	13.0	0.0	0.0	1.0
518	0	0.0	1.0	0.0	0.0	1.0	19.0	1	1	36.75	0.0	0.0	1.0
519	0	0.0	1.0	0.0	0.0	1.0	28.0	0	0	13.5	0.0	0.0	1.0
520	1	0.0	1.0	0.0	0.0	1.0	20.0	0	0	13.8625	1.0	0.0	0.0
521	1	0.0	1.0	0.0	1.0	0.0	29.0	0	0	10.5	0.0	0.0	1.0
522	0	0.0	1.0	0.0	0.0	1.0	39.0	0	0	13.0	0.0	0.0	1.0
523	1	0.0	1.0	0.0	0.0	1.0	22.0	0	0	10.5	0.0	0.0	1.0
525	0	0.0	1.0	0.0	0.0	1.0	23.0	0	0	10.5	0.0	0.0	1.0
526	1	0.0	1.0	0.0	0.0	1.0	29.0	0	0	13.8583	1.0	0.0	0.0
527	0	0.0	1.0	0.0	0.0	1.0	28.0	0	0	10.5	0.0	0.0	1.0
529	1	0.0	1.0	0.0	1.0	0.0	50.0	0	1	26.0	0.0	0.0	1.0
530	0	0.0	1.0	0.0	0.0	1.0	19.0	0	0	10.5	0.0	0.0	1.0
532	0	0.0	1.0	0.0	0.0	1.0	41.0	0	0	13.0	0.0	0.0	1.0
533	1	0.0	1.0	0.0	1.0	0.0	21.0	0	1	21.0	0.0	0.0	1.0
534	1	0.0	1.0	0.0	1.0	0.0	19.0	0	0	26.0	0.0	0.0	1.0
535	0	0.0	1.0	0.0	0.0	1.0	43.0	0	1	21.0	0.0	0.0	1.0
536	1	0.0	1.0	0.0	1.0	0.0	32.0	0	0	13.0	0.0	0.0	1.0
537	0	0.0	1.0	0.0	0.0	1.0	34.0	0	0	13.0	0.0	0.0	1.0
538	1	0.0	1.0	0.0	0.0	1.0	30.0	0	0	12.7375	1.0	0.0	0.0
539	0	0.0	1.0	0.0	0.0	1.0	27.0	0	0	15.0333	1.0	0.0	0.0
540	1	0.0	1.0	0.0	1.0	0.0	2.0	1	1	26.0	0.0	0.0	1.0
541	1	0.0	1.0	0.0	1.0	0.0	8.0	1	1	26.0	0.0	0.0	1.0
542	1	0.0	1.0	0.0	1.0	0.0	33.0	0	2	26.0	0.0	0.0	1.0
543	0	0.0	1.0	0.0	0.0	1.0	36.0	0	0	10.5	0.0	0.0	1.0
544	0	0.0	1.0	0.0	0.0	1.0	34.0	1	0	21.0	0.0	0.0	1.0
545	1	0.0	1.0	0.0	1.0	0.0	30.0	3	0	21.0	0.0	0.0	1.0
546	1	0.0	1.0	0.0	1.0	0.0	28.0	0	0	13.0	0.0	0.0	1.0
547	0	0.0	1.0	0.0	0.0	1.0	23.0	0	0	15.0458	1.0	0.0	0.0
548	1	0.0	1.0	0.0	0.0	1.0	0.8333	1	1	18.75	0.0	0.0	1.0
549	1	0.0	1.0	0.0	0.0	1.0	3.0	1	1	18.75	0.0	0.0	1.0
550	1	0.0	1.0	0.0	1.0	0.0	24.0	2	3	18.75	0.0	0.0	1.0
551	1	0.0	1.0	0.0	1.0	0.0	50.0	0	0	10.5	0.0	0.0	1.0
552	0	0.0	1.0	0.0	0.0	1.0	19.0	0	0	10.5	0.0	0.0	1.0
553	1	0.0	1.0	0.0	1.0	0.0	21.0	0	0	10.5	0.0	0.0	1.0
554	0	0.0	1.0	0.0	0.0	1.0	26.0	0	0	13.0	0.0	0.0	1.0
555	0	0.0	1.0	0.0	0.0	1.0	25.0	0	0	13.0	0.0	0.0	1.0
556	0	0.0	1.0	0.0	0.0	1.0	27.0	0	0	26.0	0.0	0.0	1.0
557	1	0.0	1.0	0.0	1.0	0.0	25.0	0	1	26.0	0.0	0.0	1.0
558	1	0.0	1.0	0.0	1.0	0.0	18.0	0	2	13.0	0.0	0.0	1.0
559	1	0.0	1.0	0.0	1.0	0.0	20.0	0	0	36.75	0.0	0.0	1.0
560	1	0.0	1.0	0.0	1.0	0.0	30.0	0	0	13.0	0.0	0.0	1.0
561	0	0.0	1.0	0.0	0.0	1.0	59.0	0	0	13.5	0.0	0.0	1.0
562	1	0.0	1.0	0.0	1.0	0.0	30.0	0	0	12.35	0.0	1.0	0.0
563	0	0.0	1.0	0.0	0.0	1.0	35.0	0	0	10.5	0.0	0.0	1.0
564	1	0.0	1.0	0.0	1.0	0.0	40.0	0	0	13.0	0.0	0.0	1.0
565	0	0.0	1.0	0.0	0.0	1.0	25.0	0	0	13.0	0.0	0.0	1.0
566	0	0.0	1.0	0.0	0.0	1.0	41.0	0	0	15.0458	1.0	0.0	0.0
567	0	0.0	1.0	0.0	0.0	1.0	25.0	0	0	10.5	0.0	0.0	1.0
568	0	0.0	1.0	0.0	0.0	1.0	18.5	0	0	13.0	0.0	0.0	1.0
569	0	0.0	1.0	0.0	0.0	1.0	14.0	0	0	65.0	0.0	0.0	1.0
570	1	0.0	1.0	0.0	1.0	0.0	50.0	0	0	10.5	0.0	0.0	1.0
571	0	0.0	1.0	0.0	0.0	1.0	23.0	0	0	13.0	0.0	0.0	1.0
572	1	0.0	1.0	0.0	1.0	0.0	28.0	0	0	12.65	0.0	0.0	1.0
573	1	0.0	1.0	0.0	1.0	0.0	27.0	0	0	10.5	0.0	0.0	1.0
574	0	0.0	1.0	0.0	0.0	1.0	29.0	1	0	21.0	0.0	0.0	1.0
575	0	0.0	1.0	0.0	1.0	0.0	27.0	1	0	21.0	0.0	0.0	1.0
